question,reasoning,doc_id
In what game do you fight for both NATO and China before stopping Commander 31 from launching nuclear missiles?,Combines the setting of Kazakhstan and the specific antagonist to create a high-specificity hook,348
What sci-fi RPG sequel involves the android KOS-MOS and a trip to the planet Second Miltia?,"Mentions KOS-MOS and Second Miltia, which are unique identifiers for the Xenosaga series",1228
Which game features a story set in a future where Earth is known as Lost Jerusalem and faces threats from the Gnosis?,Uses the 'Lost Jerusalem' and 'Gnosis' terminology to target the specific world-building of the game,1228
"In Xenosaga Episode II, what is the role of Jin Uzuki and the relationship between Jr. and Albedo?","Directly uses the game title and asks about specific character dynamics involving Jin, Jr., and Albedo",1228
Who are the protagonists in the GBA beat 'em up set in Metro City where they must rescue the mayor's daughter?,Uses the specific setting of Metro City and the plot of rescuing the mayor's daughter to identify the game.,1663
What Game Boy Advance title features a fight against the Mad Gear Gang to save Jessica?,Combines the GBA platform and the specific antagonist group 'Mad Gear Gang' and the character 'Jessica' as unique identifiers.,1663
Which arcade port for the GBA involves Cody and Guy fighting through the city to save a mayor's child?,References the specific character names Cody and Guy and the GBA arcade port nature to target this specific title.,1663
Which third-person shooter features a protagonist who is a former DEA agent framed for the murder of his best friend?,"Focuses on the specific plot point of a former DEA agent being framed for killing his partner, which is a central hook for identifying the game.",19
What game involves a detective partnering with Mona Sax to uncover a conspiracy involving the Inner Circle?,Uses unique character names like Mona Sax and the organization 'Inner Circle' to allow a specialist to identify the title.,19
"In Max Payne 2, how is the player guided through their objectives during gameplay?","Asks about the specific narrative delivery method of internal monologues used to guide the player, tying it to the title directly.",19
What adventure game involves a boy named Runt and the return of the wizard Sordid in a robotic body?,Uses the 'Runt' and 'Sordid's robotic body' as unique hooks to identify the game without using the title.,460
In which game does the protagonist need to find a fuel called mucusade to power a magic wardrobe?,Targets the highly specific and unique item 'mucusade' and the 'magic wardrobe' mechanic/plot point.,460
How does Simon the Sorcerer II lead to the protagonist returning home via a magical wardrobe?,Directly references the title while asking about the specific plot mechanism of the wardrobe.,460
Which business sim by Sid Meier takes players from a beginner to a transport mogul?,Combines the designer 'Sid Meier' and the goal of becoming a 'transport mogul' to identify the game,285
What is the only game in the Railroad Tycoon series available on the PSX console?,Uses the specific platform 'PSX' and series name to pinpoint the exact sequel,285
Which MicroProse transportation simulation allows you to build a rail empire starting as a wannabe?,References the publisher 'MicroProse' and the 'wannabe to tycoon' progression described in the summary,285
Who is the voice and likeness actor for the main character in the Everything or Nothing game?,"This question targets the specific actor Pierce Brosnan's involvement, which is a core detail in the summary.",1644
Which spy movie adaptation features missions in the New Orleans French Quarter and the Valley of the Kings?,Focuses on the unique location hooks 'French Quarter' and 'Valley of the Kings' to identify the game.,1644
What 007 title involves Bond girls Shannon Elizabeth and Heidi Klum?,Uses the specific names of the Bond girls Shannon Elizabeth and Heidi Klum as distinguishing characteristics.,1644
Which first-person adventure game follows Samus Aran's investigation into the corrupting effects of Phazon on Tallon IV?,Mentions the specific 'Phazon' substance and 'Tallon IV' as unique hooks for a specialist to identify the game.,1105
What 3D metroidvania features an ancient Chozo civilization on a planet plagued by Space Pirates?,Focuses on the unique setting of 'Chozo civilization' and '3D metroidvania' to target the specific title.,1105
"In Metroid Prime, how does the protagonist start her mission on the planet Tallon IV?",Uses the game's title and asks about the narrative catalyst provided in the summary.,1105
Which tycoon simulation lets you manage a rail network across entire continents with a dynamic economy and over 40 different locomotives?,"Includes specific hooks like 'continental views', 'dynamic economy', and '40+ locomotives' to identify the title without using the name",840
What is the rail management game that includes 25 historical scenarios and a detailed 3D world scaling from continental views to close-ups?,Focuses on the '25 historical scenarios' and the '3D scaling' mechanic which are distinguishing features of the game,840
Does Railroad Tycoon 3 feature a variety of cargo types and building models for its economic simulation?,Directly asks about the game title to provide a variety of query types as per the guidelines,840
"Which JRPG features a story where a teenager travels between 600 A.D., 1000 A.D., and a ruined 2300 A.D. to stop a parasitic alien called Lavos?",Uses the specific eras and the antagonist Lavos to uniquely identify the game,1802
"What game involves a party including a robot, a frog knight, and a girl from the future who must recover a legendary sword called the Masamune?","Highlights the unique party members (robot, frog knight) and the quest for the Masamune",1802
"In which game can you travel to 65,000,000 B.C. to collect a Dreamstone from a village of humans fighting half-dinosaur half-human Reptites?","Targets the specific prehistoric era and the conflict between humans and Reptites, which are unique plot hooks",1802
Which 1996 golf simulation game is centered around the legendary professional golfer Jack Nicklaus?,Includes the title for a direct search query,761
What classic PC golf title from the mid-90s carries the number 5 in its title?,Uses the 'mid-90s' and 'number 5' hooks to narrow down the specific entry in the series,761
Which sports game released in 1996 features the expertise of the legendary golfer Jack Nicklaus as the primary branding?,Combines the '1996' release date and the 'legendary golfer' persona to identify the game,761
Which strategy game involves leading Saxon knights in a civil war for the English crown after King Richard's murder?,Includes the specific plot trigger (King Richard's murder) and the factional conflict (Saxons vs Normans) to identify the game.,1873
What retro title lets you lead an army against the Normans to win the crown and romance beautiful damsels?,References the specific objective (conquering Normans/winning the crown) and the character archetypes (damsels) found in the summary.,1873
In which game do you fight a civil war in the Age of Chivalry to become the ruler of England?,Uses the 'Age of Chivalry' setting and the goal of ruling England as hooks for the user search.,1873
Who are the primary antagonists attacking the human kingdoms in the world of Tyria?,Focuses on the specific location 'Tyria' and the 'Charr' enemies to identify the game,234
In which game can you navigate the political tension between King Adelbern and Prince Rurik?,Uses specific character names 'King Adelbern' and 'Prince Rurik' as high-specificity hooks,234
What fantasy title features guilds competing for control of the Hall of Heroes while fulfilling an ancient prophecy?,Describes unique world-building elements like the 'Hall of Heroes' and 'guild' mechanics to target the title,234
Which Capcom scrolling shooter features a movement speed boost from boots and a horse for extra health?,Includes specific power-ups like boots and horse to allow a specialist to identify the game without the title.,1288
What retro game involves automatically scrolling upwards while shooting in three specific directions?,Highlights the unique vertical scrolling and three-direction shooting system described in the context.,1288
How does the Gun.Smoke gameplay differ from Commando in terms of movement and shooting mechanics?,Directly compares the game to another title to address the user's search intent regarding its differences from Commando.,1288
What basketball simulation from 2002-2003 features a detailed player design engine and 60 FPS gameplay?,"Uses the specific release window, 'player design engine', and '60 FPS' hooks to target the specific title",808
Which sports title from the early 2000s introduced over 30 motion-captured rebound animations?,Focuses on the unique technical detail of '30 motion-captured rebound animations' to identify the game,808
Does NBA Live 2003 include a fantasy draft and multiplayer options?,Directly asks about key features like fantasy draft and multiplayer using the game's name for variety,808
Which game features a cheerleader zombie hunter who carries her boyfriend's severed head on her belt?,Uses theunique 'cheerleader zombie hunter' and 'boyfriend's severed head' hooks to identify the game without mentioning the title,1284
What title involves fighting rock and roll themed zombie overlords across locations like a Fun Center and a Cathedral?,Focuses on the specific 'rock and roll themed zombie overlords' and the unique settings mentioned in the CONTEXT,1284
"In Lollipop Chainsaw, how does the player's decision to save NPCs affect the ending of Juliet's birthday party?","Directly asks about the game's branching ending mechanic based on NPC survival, referencing the game title as permitted by the guidelines",1284
Which football game has Marshall Faulk on the cover?,Mentions the specific cover athlete Marshall Faulk as a primary hook,776
What is the first Madden title to introduce EA Trax?,"Targets the specific milestone of introducing EA Trax, which is a unique mechanical/audio feature",776
Which 2002 American football game features a three-time NFL Offensive Player of the Year as the face of the cover?,Uses the release window and the athlete's accolades to identify the game without using the title,776
Which third-person shooter lets you switch between robot and vehicle modes while fighting a civil war on a metallic planet?,Focuses on the transformation mechanic and the metallic planet setting to provide unique identifiers for a specialist,555
In what game can you play separate campaigns for both the Autobots and the Decepticons during the conflict on Cybertron?,Targets the specific faction-based campaigns and the location of the Cybertron conflict,555
What are the gameplay mechanics and story of Transformers: War for Cybertron?,A more direct query using the game's title to cover various general search intents,555
Who were the primary rivals featured in the F1 Championship Season 2000 racing simulation?,Mentions the specific rivalry between Schumacher and Coulthard to identify the game,690
Which racing game provides technical insights from the Benetton and Orange Arrows F1 teams?,Uses the specific team collaborations (Benetton and Orange Arrows) as unique hooks,690
What Formula One title lets you lead an underdog team to a world championship using 2000 season data?,Combines the 2000 season setting and the underdog career path to differentiate from other F1 games,690
What Game Boy Color action game features a GBC prequel where Joanna Dark trains at the Carrington Institute?,Mentioning the handheld platform and the specific organization 'Carrington Institute' targets the specific version of the game.,1464
Which title involves destroying a cyborg factory in a South American jungle run by Mink Hunter?,Uses the unique character 'Mink Hunter' and the specific setting 'cyborg manufacturing facility in the South American jungle' as high-specificity hooks.,1464
In which game does a protagonist investigate an alien crash site on the Pelagic I research vessel to uncover secrets about the Skedar?,"Focuses on the specific plot points of the Pelagic I vessel and the Skedar alien race, which are distinct identifiers for this storyline.",1464
What handheld RPG follows the descendants of heroes from a previous series and uses touch-screen controls for magic?,Uses the 'descendants of heroes' and 'touch-screen magic' hooks to identify the game without using the title,1174
In which Nintendo DS title does the story pick up six years after the previous games went dark?,Targets the specific timeframe 'six years' and the platform 'Nintendo DS' to pinpoint the title,1174
What is the plot of Golden Sun: Dark Dawn?,Directly asks for the plot of the game using its title to satisfy the variety requirement,1174
Which fighting game follows the conflict between the spirit sword SoulCalibur and the evil Soul Edge after the original sword was lost to the void?,Uses the specific 'SoulCalibur' and 'Soul Edge' swords as hooks to identify the game,1565
"What fighting title features a 'Conquest Mode' in its arcade version where players lead an army and gain EXP in categories like Soul, Wisdom, and Skill?","Targets the unique 'Conquest Mode' and the specific rank categories (Soul, Power, Wisdom, Skill) found in the arcade version",1565
How does the Weapon Master mode work in SoulCalibur II?,Directly asks about a specific game mode (Weapon Master mode) using the game's title for the variety requirement,1565
Which stealth game involves a master thief named Garrett fighting against a group called the Mechanists who use rust gas to cause an apocalypse?,"Uses the hooks 'master thief named Garrett', 'Mechanists', and 'rust gas' to identify the game without using the title.",1
What game features a plot where a thief infiltrates a submarine project called the Cetus Project to stop a fanatical religion?,Targets the specific 'Cetus Project' and 'submarine' plot points which are unique to this title.,1
"In Thief II: The Metal Age, how does the main character stop Father Karras and his plan involving 'Servants' and 'Cultivators'?",Directly asks about the game's plot resolution using key terms from the context while including the game's title.,1
What action-adventure game features a human resistance led by Angel Sanchez against the alien Catteni?,Mentions the specific protagonist Angel Sanchez and the alien antagonist race 'Catteni' as unique hooks.,1862
In which third-person title do you lead rebels to liberate Earth from an oppressive alien regime using stealth and team-based puzzles?,Focuses on the gameplay mechanics (stealth/team-based puzzles) and the overall plot of liberating Earth from aliens.,1862
What is the name of the game where players fight against the Catteni race to reclaim the planet?,Uses the game's title and the specific name of the alien race to create a direct search query.,1862
"What adventure RPG blends puzzle-solving with side-scrolling action combat and allows characters to be a fighter, thief, magician, or paladin?","Focuses on the unique mix of genre blending and the specific character classes available, providing enough detail for a specialist to identify the game without the title.",1896
What is the setting of Quest for Glory: Shadows of Darkness?,Directly asks about the game's setting to cover a different attribute (setting) as per guidelines.,1896
Which game features a hero transported to the Slavic-influenced land of Mordavia and meets a mysterious woman named Katrina?,Uses high-specific hooks like 'Slavic-influenced land of Mordavia' and the character 'Katrina' to identify the game without mentioning the title.,1896
"Which sci-fi horror game follows Isaac Clarke on a space station built from the remains of Titan, Saturn's moon?",Uses the 'Isaac Clarke' character and the unique 'Titan/Saturn's moon' setting to identify the game,38
What game involves fighting Necromorphs on a civilian outpost called The Sprawl?,Focuses on the 'Necromorphs' and 'The Sprawl' location as distinct identifiers,38
How does the plot of Dead Space 2 pick up after the events on the USG Ishimura?,Uses the game title and specifically asks about the narrative progression from the first game's setting,38
Which Napoleonic war game lets you rewrite history by winning Napoleon's final battle?,Focuses on the unique hook of rewriting history during Napoleon's ultimate battle,608
In what strategy title can you lead the Allied forces of Wellington and Blucher against the Grande Armee?,"Uses specific historical figures like Wellington, Blucher, and the Grande Armee to identify the game",608
What is the second entry in the Battleground series focused on the Waterloo conflict?,Directly references the series name and the specific historical event it covers,608
Which adventure game involves stopping the Egyptian god Set from triggering Armageddon?,Focuses on the specific plot involving the Egyptian god Set and the threat of Armageddon as distinguishing hooks.,1158
What Tomb Raider game introduced a bow with poisonous and exploding arrows?,Uses the game title combined with the specific new weaponry (poisonous/exploding arrows) introduced in this entry.,1158
Which game features large interconnected levels where puzzles require actions across different areas?,Targets the unique level design change mentioned in the summary regarding interconnected areas and cross-level puzzles.,1158
What flight sim features a team of twelve elite pilots led by Luke Skywalker and Wedge Antilles?,Uses the specific 'twelve elite pilots' and the duo of 'Luke Skywalker and Wedge Antilles' as hooks to identify the title.,163
Which Star Wars game focuses on diverse starfighter missions like bombing runs and reconnaissance for the Rebel Alliance?,Mentions the game's title/franchise and highlights the specific variety of mission types described in the summary.,163
What game tasks the player with flying air-to-ground and air-to-air dogfights to stop an Imperial onslaught following the first Death Star's destruction?,Focuses on the setting (post-Death Star destruction) and the specific combat loop (air-to-ground/air-to-air) to allow a specialist to identify the game.,163
What is the Nintendo 3DS fighting game that is an updated version of Tekken 6?,"Connects the hardware (3DS), the genre (fighting), and the specific relation to Tekken 6.",1237
Which 3DS title brings the Tekken series to handheld with native 3D support?,Uses the specific hardware and the 'native 3D support' feature as a hook.,1237
What handheld fighting game offers a graphically enhanced port of Tekken 6 for the 3DS?,Focuses on the 'graphically enhanced port' aspect to distinguish the game.,1237
How do I play as an elite pilot in a tactical shooter set in the BattleTech Universe?,Uses 'BattleTech Universe' and 'elite pilot' as specific hooks to identify the game,1255
Which online game features massive mechanized units called BattleMechs fighting for galactic supremacy in the 31st century?,Targets the unique 'BattleMechs' and '31st century' setting details to allow a specialist to identify the title,1255
What is the gameplay of MechWarrior Online?,Directly references the game name to provide a variety of question types,1255
Which medieval 2D RTS features a conflict between human civilizations and demon-like Fryhtans?,"Combines the medieval setting, 2D RTS genre, and the specific 'Fryhtans' name to create a unique hook.",860
What strategy game is known for having completely different gameplay mechanics for humans versus demons?,Focuses on the distinguishing characteristic of asymmetric playable civilizations (humans vs demons) in a strategy game.,860
What happened to Seven Kingdoms II: The Fryhtan Wars commercially compared to Age of Empires 2?,"Directly asks about the commercial performance and competition mentioned in the summary, using the game title.",860
Who is the LAPD detective in the game set in 1947 Hollywood's Golden Age?,Mentioning the specific protagonist's name 'Cole Phelps' and the setting of 1947 Hollywood's Golden Age provides strong hooks for a specialist to identify the game.,109
Which neo-noir game features a detective solving cases across five different LAPD divisions?,"Focuses on the unique game structure (solving cases across five divisions) and the genre (neo-noir), which is distinct to this title.",109
What game lets you investigate crime scenes and interrogate suspects in 1947 Los Angeles?,"Combines the setting (1947 Los Angeles) and core mechanics (investigating crime scenes, interrogating suspects) to create a search query that a user would likely use to find the game.",109
Who is the mafia hitman possessed by an ancient demonic entity on his 21st birthday?,Mentions specific character name 'Jackie Estacado' and the '21st birthday' plot point to provide a unique identifier,1347
What first-person shooter blends gritty urban crime drama with supernatural underworld powers?,Focuses on the blend of 'urban crime drama' and 'supernatural underworld powers' which describes the unique game premise,1347
"In The Darkness, how does the supernatural possession affect Jackie Estacado's life?",Directly asks about the game by name to satisfy the general query style while targeting the plot impact,1347
Which FPS powered by Source engine uses a dynamic difficulty system based on player stats like Hardcorps mode kills and secrets found?,"Mentions the Source engine, dynamic difficulty, and the specific Hardcorps mode to identify the game via technical and mechanic hooks.",1044
What episodic shooter was meant to have 9 parts but only released one episode called Emergence?,Uses the specific number of planned episodes (9) and the title of the first episode (Emergence) to distinguish the game.,1044
In which game were player actions in early episodes planned to influence the future story segments through anonymous gameplay data uploads?,Focuses on the unique planned mechanic of data-driven story branching based on player behavior across episodic segments.,1044
What GBA game features a Rhynoc wizard named Grendor who freezes fairies to cure his headache?,Combines the specific villain Grendor and the unique plot point of freezing fairies to treat a headache.,1587
Which isometric Spyro title was the first one not developed by Insomniac Games?,Focuses on the development shift away from Insomniac and the specific isometric perspective of the title.,1587
Which handheld game uses Mode 7 technology for its flying bonus levels?,"Targets the technical detail of Mode 7 usage in flying levels, which is a distinguishing characteristic of this GBA release.",1587
Who is the criminal leader in the Star Wars underworld game where you can use bribery and racketeering?,Includes the specific character Tyber Zann and unique crime-based mechanics like bribery and racketeering to identify the game,174
What strategy game allows you to lead Tyber Zann's syndicate to dominate the galactic underworld through kidnapping and piracy?,Focuses on the specific protagonist and the 'corrupt side' gameplay elements of piracy and kidnapping,174
"In Star Wars: Empire at War - Forces of Corruption, what are the new tactics available to the corrupt side?",Directly uses the title to ask about the specific gameplay mechanics described in the summary,174
Who created the puzzle game where you play as a ghost named Sissel trying to uncover the murder of his own death?,Mentioning the protagonist's name 'Sissel' and the 'ghost' premise provides a specific hook for fans,1348
What DS title involves manipulating objects as a spirit to solve mysteries created by Shu Takumi?,Focuses on the developer Shu Takumi and the spirit-manipulation mechanic,1348
How does the ghost in Ghost Trick: Phantom Detective use his special abilities to solve puzzles?,Directly references the game title to provide a variety of search intent,1348
Which sports game features characters from a fighting game series arriving at a private resort owned by a character named Zack?,References the shift to sports and the specific character name 'Zack' and his resort to identify the game,1390
What title in the fighting game franchise where characters compete in beach volleyball on a private island?,Uses the the theme of 'beach volleyball' and the 'fighting game franchise' context to pinpoint the title,1390
What game involves a vacation on Zack Island where characters are fooled by a fake tournament announcement?,Mentions the specific 'Zack Island' location and the 'hoax tournament' plot point to create a unique hook for a specialist,1390
What LucasArts adventure game features Guybrush Threepwood hunting for the treasure of Big Whoop while fighting a zombie pirate?,"Combines the protagonist's name, the specific treasure goal, and the villain's state to create a strong hook for fans.",66
"Which game involves spitting contests, voodoo dolls, and an amusement park in its quest to defeat LeChuck?","Uses highly specific, quirky gameplay challenges and the antagonist's name to identify the title.",66
What is the Special Edition remake of the classic Monkey Island sequel?,A more direct search query that targets the specific 'Special Edition' and 'sequel' nature of the game.,66
Who is the tyrant king of Albion that the player must overthrow to become ruler?,Focuses on the specific character 'Logan' and the setting 'Albion' to identify the game,504
In which game does the player play as the child of their Fable II character to reclaim the throne of Albion?,Uses the 'child of your hero from Fable II' mechanic and the goal of reclaiming the throne to target the game,504
What title involves a struggle for power against a tyrant brother and a later threat from a force called The Darkness coming from Aurora?,Combines the 'tyrant brother' plot point with the specific 'Darkness' and 'Aurora' lore elements to make the game identifiable to a specialist,504
Which adventure game features an investigation involving Dungeon Master Dalboz in the Underground Empire?,Uses the specific character 'Dungeon Master Dalboz' and the 'Underground Empire' setting as unique identifiers.,1955
What title involves visiting locations like Flood Control Dam #3 and Hades within a fantasy realm?,Targets the rare location names 'Flood Control Dam #3' and 'Hades' to allow a specialist to identify the game.,1955
How is Zork: Grand Inquisitor rated by users on IGDB?,Directly queries the game title and its rating to cover a basic search intent.,1955
Which first-person shooter involves an ISA soldier named Sev leading Alpha Team to capture Emperor Visari on the planet Helghan?,"Uses specific characters (Sev, Emperor Visari) and factions (ISA, Helghast) to identify the game without naming it",1866
What game features a multiplayer mode called Warzone with class-based missions like Bodycount and Capture & Hold?,Focuses on the unique naming of the multiplayer mode (Warzone) and specific mission types (Bodycount) as hooks,1866
"In Killzone 2, what is the developers' approach to gameplay that emphasizes scripted, cinematic experiences known as 'Hollywood Realism'?",Directly references the game title while asking about the unique 'Hollywood Realism' development philosophy mentioned in the summary,1866
Which strategy game features a dual-protagonist story involving Alm and Celica on the continent of Valentia?,Uses the dual-protagonist names 'Alm' and 'Celica' and the unique location 'Valentia' to specifically identify the game.,1434
"What title has a plot where the Kingdom of Rigel, followers of the Dark God Doma, invades the Kingdom of Zofia?",Focuses on the specific conflict between the Kingdom of Rigel and Zofia and the mention of the Dark God Doma to create a specialist hook.,1434
In which Fire Emblem game do players lead armies to oppose the worship of the Dark God Doma and the Earth Goddess Mila?,Mentions the game series title and the specific deities (Doma and Mila) to ensure the user can find this specific entry in the franchise.,1434
Which ARPG blends Little Red Riding Hood with Japanese folklore in Edo-era Japan?,Combines the specific fairy tale crossover and the setting of Edo-era Japan as unique identifiers.,1900
What is the dark fantasy action RPG developed by Spicy Horse set in the Edo period?,Uses the developer name 'Spicy Horse' and the specific historical setting to target the game.,1900
Which game features a retelling of Red Riding Hood integrated with mythical monster hunting in historical Japan?,Focuses on the thematic blend of a western fairy tale and monster hunting in ancient Japan.,1900
Which 1997 business sim developed by Bullfrog focuses on managing a healthcare facility with a quirky sense of humor?,"Uses the year, developer (Bullfrog), and the 'healthcare facility' theme to uniquely identify the game.",1624
What is the thematic successor to Theme Park that lets you build and run your own medical center?,"Mentions the 'thematic successor to Theme Park' hook, which is a specific historical link described in the context.",1624
What game involves designing a hospital while featuring the eccentric style typical of Bullfrog Productions?,Connects the specific combination of 'designing a hospital' and Bullfrog's 'eccentric style' to pinpoint the title.,1624
Which RTS game expansion adds Korea and Japan as playable civilizations and introduces hero units?,Identifies the game through the unique combination of Korea and Japan additions and the hero unit mechanic,1609
"What strategy game has campaigns set in Ancient Rome, World War II, and on Mars in the 24th century?","Uses specific campaign settings (Rome, WWII, and 24th-century Mars) as distinct hooks for a specialist",1609
What are the new features introduced in Empire Earth: The Art of Conquest?,Directly queries the expansion's title to find its new content and features,1609
Which Need for Speed title is the direct sequel to Most Wanted and was the first in the series to be rated PEGI 12+?,Uses the 'sequel to Most Wanted' and 'PEGI 12+' hooks to uniquely identify the game.,99
What racing game is the tenth single installment in its franchise and is often abbreviated as NFSC?,Combines the 'tenth installment' and 'NFSC' abbreviation to target a specialist's knowledge of the series chronology.,99
What EA racing game follows the events of Most Wanted and introduced a higher age rating for the series?,Links the 'EA racing game' and 'sequel to Most Wanted' characteristics to ensure a searcher would find this specific title.,99
"What RTS remake focuses on the fight for spice control between the Atreides, Harkonnen, and Ordos houses?","Mentioning the 'spice control' and the specific faction names 'Atreides, Harkonnen, and Ordos' serves as a unique hook for specialists.",87
Which Frank Herbert universe game lets you command one of three factions to win a challenge of spice production?,Combines the 'Frank Herbert universe' and the 'challenge of spice production' to identify the game without relying solely on the title.,87
How does Dune 2000 handle the competition between the three galactic houses?,Directly asks about the game's core mechanics and faction competition using the game's title for the one allowed title-based query.,87
Which early DOS flight simulator has you playing as a Rebel pilot during the events of A New Hope?,Combines the 'early DOS flight simulator' and 'Rebel pilot/A New Hope' hooks to uniquely identify the game.,168
What Star Wars game includes a story expanded by a novella called The Farlander Papers?,Uses the specific 'The Farlander Papers' novella as a highly unique identifier for a specialist.,168
Which combat sim features three tours of duty with linear operations to fight the Galactic Empire?,Focuses on the mechanics of 'three tours of duty' and 'linear operations' to describe the game's structure.,168
Which 2001 racing sim introduced the Daytona track and allowed players to command their pit crew via radio?,"Uses specific hooks like '2001', 'Daytona track', and 'pit crew radio commands' to identify the specific title without using the name.",806
What racing game from 2001 features both an arcade mode for beginners and a simulation mode for experts?,Focuses on the dual-mode structure (arcade vs simulation) and the release year as distinguishing characteristics.,806
Does NASCAR Racing 4 support multiplayer for up to 32 racers?,A direct query about the game's multiplayer capacity to test specific feature knowledge.,806
What GBA action game involves fighting a giant Reploid named Omega and a villain named Dr. Weil?,Uses 'giant Reploid named Omega' and 'Dr. Weil' as specific character hooks to identify the game,1777
Which title in the series features a chip-based customization system and a Recoil Rod weapon for the protagonist?,Targets the specific 'chip-based customization system' and 'Recoil Rod' mechanics unique to this entry,1777
"In Mega Man Zero 3, how does the story transition from the conflict with Copy X and the Dark Elf to the investigation of a crashed spaceship?",Focuses on the story progression and the specific 'crashed spaceship' plot point to test knowledge of the narrative,1777
Who is the character that teaches the protagonist how to operate the Helirin helicopter?,"Mentions Teacher Hare and the Helirin, which are highly specific identifiers for this game",1469
What is the plot of the game where the main character searches for his missing siblings across different worlds?,Focuses on the story hook of rescuing missing brothers and sisters using a unique craft,1469
Which GameCube title involves piloting a slow-spinning propeller craft called a Helirin?,Combines the game's platform (GameCube is implied by release date/era) and the specific 'Helirin' terminology to target the game,1469
Which 2000s strategy game is set on the sand planet Arrakis and focuses on the fight for Spice?,Uses the 'sand planet Arrakis' and 'Spice' hooks to identify the game without mentioning the title,88
What title from Dreamcatcher Games features a conflict between House Atreides and House Harkonnen?,Mentions the developer 'Dreamcatcher Games' and the specific faction conflict for specialist identification,88
In which game do you follow the story of Paul and Jessica surviving a massacre orchestrated by Baron Harkonnen and the Emperor?,Focuses on the specific plot points of Paul and Jessica's survival and the Baron's betrayal to create a unique search query,88
"What FPS lets you build a character through a mix of solo, co-op, and online multiplayer in a setting described as humanity's final sanctuary?",Uses the 'humanity's final sanctuary' and seamless mode blending as hooks to identify the game without using the title.,502
Which game features a dynamic battlefield and an innovative control system where players choose specific combat roles to survive?,Focuses on the specific 'innovative control system' and 'combat role' mechanics mentioned in the summary.,502
What is the gameplay loop and rating for the game Brink?,Provides a direct query using the game's title to capture users searching for general information and ratings.,502
What tactical shooter features a futuristic soldier unit fighting rebels at the US-Mexico border wall in 2014?,Uses the 'US-Mexico border wall in 2014' and 'futuristic soldier unit' as specific hooks to identify the game.,1301
Which game involves the Integrated Warfighter System (IWS) and a 72-hour window to stop an invasion?,Targets the highly specific 'Integrated Warfighter System (IWS)' mechanic/equipment mentioned in the storyline.,1301
What is Tom Clancy's Ghost Recon Advanced Warfighter 2 about?,Directly asks about the game by name to satisfy the variety requirement.,1301
What FPS features a plot where Ultranationalists take over Russia and build a statue of Imran Zakhaev in Red Square?,Targets the specific political setup and the unique 'statue of Imran Zakhaev' hook to identify the game,559
Which Call of Duty game follows the revenge campaign of Vladimir Makarov after Zakhaev's death?,Uses the key antagonist Vladimir Makarov and his revenge plot as a distinguishing characteristic,559
Which 2009 Infinity Ward shooter is the direct sequel to the original Modern Warfare?,"Combines the release year, developer, and sequel status to uniquely identify the title",559
What 2013 card game allows players to travel across different planes to face opponents with ten customizable decks?,Mentions the specific '2013' date and 'travel across different planes' mechanic to uniquely identify the game,1891
Which Magic: The Gathering title features individual records and customizable decks for plane-walking encounters?,Uses the game's title and specific features like 'individual records' and 'customizable decks' to narrow it down,1891
Which digital card game has a mode where you face AI or friends while exploring fantastic planes?,Focuses on the 'exploring fantastic planes' and 'AI or friends' gameplay elements characteristic of this specific series,1891
Which LEGO action-adventure title lets you play through the plot of the first four pirate movies?,Uses the 'LEGO action-adventure' and 'first four pirate movies' as hooks to identify the specific title.,542
What brick-based game features humorous versions of the Caribbean seafaring characters?,Focuses on the 'brick-based' and 'Caribbean seafaring characters' to describe the game without naming it directly.,542
What game adapts the Disney pirate films into the quirky LEGO building style?,Combines 'Disney pirate films' and 'LEGO building style' to provide a clear path for a specialist to identify the game.,542
Which racing game allows you to pilot pods at 600 mph as Anakin Skywalker?,Uses the specific speed '600 mph' and character 'Anakin Skywalker' as unique identifiers.,154
What Star Wars game focuses on pod racing across 8 different worlds with hazards like methane lakes?,Combines the franchise name with the specific 'pod racing' mechanic and the environmental hazard 'methane lakes' to pinpoint the title.,154
In which game can you choose from over 20 pod racers to compete in split-screen mode on 21 different courses?,"Focuses on the specific numbers of racers (20+), courses (21), and the split-screen mode to identify the game via its mechanical features.",154
Which open-world game involves hunting a ruthless arms dealer called The Jackal during a civil war?,Uses 'The Jackal' and 'civil war' as specific hooks to identify the game without naming it,361
In what game do you form alliances with rival rebel factions to track down a mysterious war profiteer?,Focuses on the mechanics of rebel alliances and the antagonist's role as a war profiteer,361
What are the main objectives and plot of Far Cry 2?,Directly asks about the game by name to provide a variety of search intents,361
What 1999 LucasArts adventure game is based on the first prequel movie of the Star Wars saga?,"Combines the year, developer, and 'first prequel movie' hook to uniquely identify the game.",158
Which video game adaptation of the Phantom Menace movie came out in 1999?,Uses the movie title and release year to create a direct search query.,158
Which LucasArts title from 1999 lets you experience the events of the first movie in the Star Wars prequel trilogy?,"Focuses on the developer, the release year, and the 'prequel trilogy' context to identify the game.",158
What puzzle adventure game involves traveling ten years into a future steampunk London where the main character has become a mafia boss?,Uses the unique plot twist of the protagonist becoming a mafia boss in a steampunk future to identify the game,1399
Which DS game features a currency called Picarats and a 'super hint' system for brainteasers?,Targets the specific 'Picarats' currency and the 'super hint' mechanic unique to this title's puzzle system,1399
How does the story of Professor Layton and the Unwound Future begin with a time machine demonstration gone wrong?,Directly asks about the story setup involving the time machine to associate it with the specific title,1399
